,S_mean_std,A_mean_std,count,L2_norm
0,0.02088324447501131,0.27655201369836374,100,0.027799697847054647
1,0.020883244452900927,0.3250132362442296,60,
2,0.020883244468528916,0.22561384088900874,58,
3,0.020883244482952222,0.32864824900059253,85,
4,0.020883244468665546,0.2583406795756115,85,
