,Cr,Fe,Cd,Zn,Cu,Pb
prfB,0.014568993884688313,-0.04595762615612232,-0.00840537874476545,-0.0036470565101146273,0.025202576071362868,0.04318790138371271
ydcF,0.022675640581009432,-0.009263294335308455,0.02613963549790574,-0.013558235355666056,0.0069472993454829605,0.027639805544620203
yebB,0.013285974739160076,-0.11718903585972329,0.003933824217570272,0.04061376904340427,0.04572572245946971,0.021188148317024973
yncB,0.02566298647758362,-0.14577731224261412,-0.0059862394441287155,0.004299943162741893,0.06525587733496836,0.04806981049494443
plsC,0.018649067692092843,-0.06616466260335825,0.020203135139235037,-0.005085254282803925,0.051936326409237524,0.07861562043910181
yliE,-0.07310777371510523,-0.03471955088921535,0.38085717839350935,-0.05109571004903149,0.02412946761117634,0.06298718476960531
fliE,0.02017323201943451,-0.0748636976527756,0.09769740813481677,-0.00546290613322774,-0.019891081466536304,0.0027190013135135038
yjeN,0.004565305909421488,-0.06392999472237959,0.03681943746258707,0.05922686050416229,0.0279531801596197,0.0016468903419531613
yhfK,-0.0012982562636617435,-0.1136027180815858,0.022282350879533713,0.0537587895054767,0.04921389299099812,0.05845937115274799
ispB,-0.0378564095972772,-0.028070136590144852,0.018911156162380507,0.04510875356741803,0.035406773821547464,0.020748779657377227
rfbB,0.02022920385496319,-0.014811973051245545,0.02814194708900754,0.04693377613995815,0.06827509092656553,0.03454069035986015
b2861,-0.00861333773829541,0.051301304838045875,-0.027270862903135025,0.09378756905525813,-0.004187436480806393,0.07302548767848707
yhfL,-0.0942719542942275,0.07296253754011749,-0.07262819390134836,0.11475097084582678,-0.08371893002674292,-0.24540336579830374
yiaD,0.025397137677503605,-0.046761757423701394,0.010088796490653246,-0.0016300899047072314,0.006886220337650478,0.0163316380915457
gcvT,-0.011638052939146862,0.10048281375403544,0.04893297162508186,0.06581654024458436,0.03271865746945988,0.050896646901154224
yjeB,-0.017012496342315952,-0.05083938706778509,-0.006044228824641455,0.0015722739297734946,0.022667147866088047,0.002106287606535033
yhfP,0.15439490455821264,-0.013688114508988672,0.39534154163411617,0.0029532465211764614,0.0995467185166623,4.6653058392741205
yihD,0.015192438516534519,-0.06072082169016488,0.024611922060300596,-0.007052589828669278,-0.033816078043605646,-0.08513643211198256
kbl,0.015659914713419147,-0.036715642470112386,-0.0159374931792053,-0.025715098537770847,0.0034516445506262683,0.07097513373568524
yjfI,0.0256684573639127,0.13552864145782123,0.015075062059817812,0.08252673859750734,0.035384048548831634,0.04030065839065762
yhgA,0.01303905169181191,-0.014181923047895822,0.0017115581806707368,0.02826552296105676,0.030563460903348792,0.0005377404965103541
hemL,0.015655537213105638,0.01215123027936401,0.010628013024982544,0.018215286945486384,0.04981944302138976,0.048329533299802704
glmU,-0.019067422937920814,0.0850017537061533,0.003981639906685207,0.09156212843857665,0.04411772523688107,0.04058633037877198
yjfK,-0.008733045796890155,-0.1044603195875383,0.025178466906898723,-2.7770054211124003e-05,0.02701498670878285,0.05669217677146527
yrbL,-0.02339067339442119,-0.05876005838700954,0.019124339297742977,-0.06490129739983778,0.029740064221021666,0.016376975734589447
folD,0.0118308670939471,0.00827787813963324,0.014844835588097141,0.0194601213071396,0.01965496084732061,0.03891795252401126
fpr,-0.030898211677257238,-0.09465641502050894,-0.012667530308681774,-0.013049009229627616,0.04374633658304407,0.04266625022374143
ytfI,-0.0019381420312648413,-0.04525004066312172,0.005073674313203325,0.019561174752480186,0.03219303374328758,0.01834815503582936
yhcA,-0.011568540826098763,-0.07201930050001992,-0.0019287460319274286,0.05222383852869018,0.028523490973929463,0.030331176888468796
ybhK,0.018927997496460947,0.016946644703591963,0.022150311464909256,0.018543366127064358,0.028313233263664268,0.03989795346279298
yhiD,0.015198714976762074,-0.08842784070451197,0.0031671652810009677,0.0922340364444239,0.02117876671715171,0.047282236777538976
yjgJ,0.027622315304022114,-0.11201268635236157,-0.03645556009220845,-0.053932839617308534,0.0061425896195148,0.014895747111943134
moeA,0.0036028635014162353,0.005235001186120643,-0.0003436665627639247,0.06628035347344084,0.021097859556750437,0.00035296925598769563
rcsF,-0.0500247789792874,-0.06197645504339232,-0.004594507075446259,-0.006259057506118063,0.0168204384720805,0.01449640107746214
yhcG,0.0026739977265931403,0.030099506010667382,0.030700857447890573,0.8373930899396202,0.02438363375613242,0.39328776096727325
lolB,-0.004983370300307542,-0.14124526999189171,-0.003014259197061273,0.040718302091610446,-0.008953605928192759,0.020903371025498194
fhuF,0.12745365114535323,-0.1534786267957953,0.00229581126643401,0.04067095095369022,0.05508695403644656,0.022827955278536205
ybbB,0.01567716204964359,0.01162769296663534,-0.0564908524653421,0.15018072138096386,0.03482282410781997,0.02943879289169374
sohA,-0.010070763691956518,-0.18368884687053835,0.015871672715378184,0.020278062915072167,0.08637888909856199,0.06685404579953114
yebS,0.0009612441083152362,-0.11497060416317749,0.0008290487892880105,0.01714353768028729,0.026938151772550992,0.05593637476649551
pppA,-0.08868878731823555,0.1436594171782747,0.14263131984576533,0.004024283272192935,0.0025516569032570744,-0.004157253014247288
sspA,0.014386804339982502,-0.06283992640831214,0.014371029557585882,0.04074414199952205,0.009480062415829937,0.05828079320974482
amiC,0.060489410837894386,0.04377581380053744,0.017849508196791132,0.04767377868417567,0.05135924983322958,0.07842421901983734
tolB,-0.007693974057735664,-0.10242006923609304,-0.014334752025564636,0.02007852628000217,0.02193648925860249,0.052382667317931356
ansB,-0.09787886812828012,-0.01053794399764412,0.03445815620423345,-0.02486235440817481,-0.0014873512903253764,-0.010282557661385593
arpA,0.032668437840962725,-0.06717497058683557,0.06403446521045478,0.0668954963233554,0.01669768362046361,-0.0029078202990328247
lysA,-0.02469682582649835,-0.053019290918525565,0.05164122691362631,0.07995724307910808,0.047916901028789066,0.03371968170263246
yohM,0.0069648333956108645,0.014753768756366173,0.011621119089581283,0.0679070509741184,0.029375205944016578,0.03462494433324747
yjhI,0.06389953330638845,-0.03338482701859122,0.013609693009555638,0.03206371979356038,-0.005283320064049364,0.022166091199600006
b3007,0.020259850998843396,-0.050039050210515454,0.03134199422493656,0.09156994556694693,0.07499681024683937,0.08213429064893545
pepN,0.04300843716452487,-0.020458538512281105,-0.005230936027432781,0.022820293901412807,0.029539597562623886,0.01971254597443586
intA,0.04720458371274847,-0.1443792370593176,0.0063748815509890215,0.12986108292025797,0.043694905587213714,0.11079929769718494
sgcC,0.009792361701644329,0.001575030120995224,0.033267869422491644,0.05431684805964461,0.008067919693918525,0.031957276467182
aer,0.12433435311111114,-0.049527115501620075,-0.009103504011690414,-0.042074428271047584,0.05426263726427901,0.07001380583541601
gpt,0.007907568753233878,0.09452670127219297,-0.004977378666476824,0.028047523794113093,0.01205586875201151,0.04298378060835468
tdcB,0.03840917271208697,-0.0687974062133858,0.019919014647842515,0.018604870932331177,0.02343018018760941,0.07273724236692496
yjhS,0.022876979127370564,0.010950327409368308,0.03400540255910946,0.06673819551982199,0.04430386480691483,0.04101345192322828
asnC,0.05192140669465289,-0.1777407689728285,-0.009262457267663518,-0.021597092643198076,-0.04110173112615034,0.059132566133264834
thiI,0.05670892541215232,0.0027680935980332953,0.010944071804886457,0.060489183895496776,0.024122705824291876,0.03526455464382965
atpI,0.00883420790720046,0.10872281820058229,0.005496091029873726,0.03857534060673412,0.05736324789044619,0.043709399022422844
adk,0.009333196343933228,-0.11181571259565347,0.022813073456934698,0.032887422278865985,0.011872000938960943,0.06652935364977132
yifB,0.017939983005792397,-0.06658722045385422,0.005767292835346252,0.053097369435808665,0.0015071610291298048,0.01853998866470013
sbcB,0.00782922631951863,-0.07690957178387,0.006217478867623584,0.057616679657780785,0.014090345240899662,0.0074426124716780685
rbfA,-0.002830775943894029,-0.19704696739967759,0.013378581369481862,0.024999071016592662,0.26136175588783267,-0.005199802078568099
gyrB,-0.01912443032585132,-0.08576565908707098,0.019560343046155317,0.005643091273139625,0.02137270552465899,0.03156971582659441
ego,0.0374618895507753,-0.022771389114694607,0.020418885414597517,0.004234122292894897,0.006094892296941434,-0.03498926479864422
glgB,0.05971718741028532,-0.1760342918793529,0.030580951599292232,0.04701773056721948,0.010289645530815439,0.07041993673505771
ydcL,0.04089556103179908,-0.15014171218970193,0.03167883301059886,-0.0643995336125612,0.008296441898240945,0.048130538938980776
yafC,0.01190702855031691,-0.06084115954090076,0.02350174459520936,0.030539585154055353,0.00038103324978042824,0.03423460898559357
nagE,0.002767638605551269,-0.026889452326068063,0.017079617678545267,0.01743383231945206,0.015299451410891498,0.030721518930864364
yfjN,-0.00044329826988259464,0.16005315149296345,-0.013209257626546875,0.0771002922537819,0.02088410269689037,0.03824957146361056
ydcA,-0.012685471052703649,-0.11375384969265695,0.003989641684843503,-0.016655632422406547,0.03266229379759842,-0.07812668321139157
rnhA,0.000472791468394294,-0.0427005399583943,-0.008674864737449163,0.009421750480667958,-0.019007937462166814,0.014815777663455144
yfjG,0.03659367076823637,0.07246900468354348,0.03894124560565927,0.06738675705450431,0.0348065374452747,0.035429256769777616
tilS,0.004176012229497833,0.0011219502728375488,0.024590882328242778,0.29052780641839127,0.014156551846396557,0.045033959175471094
yojI,-0.0036911066371944122,-0.0323273099700987,0.03382021396807896,-0.02613143058318475,0.04680131722759186,0.06605257166447494
dinJ,0.004099458006017823,-0.056212469609028204,0.011332768841736628,0.07182526129968318,0.012380782944558666,0.01900556783246901
b2641,-0.031884557610240935,-0.16724446994220674,0.008854502158356006,-0.007140001313585068,0.009323758185688584,0.0023783768165941076
tig,0.006130283545086301,0.034918120900496466,0.013971388333257801,0.21131296797173763,0.017051507303568823,0.07226710928928745
hisQ,0.019923949941429618,-0.12471365035528933,-0.001500728268171907,0.0034393981400851815,0.030720740930379346,0.018810543949364655
ybgH,0.03698184067897067,-0.022361346658252953,0.03078623172096719,-0.021779687924829032,0.034840104566477785,-0.005606254395415247
yqaE,0.03570361669743641,-0.11532687744931053,0.0005237290066679051,0.0423852803379681,0.030625772862082144,-0.0040850355697713905
dicB,0.01931950225509156,-0.036217647562967095,0.00022688409028111186,0.040952756785823906,0.012080308290045992,0.028220174222655763
cysW,-0.03260586537354553,-0.046151290971465156,-0.00488838247351015,0.011383687295678091,0.002546221996502248,0.01320986822246022
ybiS,0.01650219761328665,-0.06808414367888178,0.02337863836044356,0.011485632589663492,0.02790241857228849,0.08339885565923431
ygcW,-0.01613778049749185,-0.07122260642024035,-0.005302988081230326,0.05118373386795808,0.025881331437206525,0.007886175068155732
proX,0.015545482560614672,-0.039275287218622376,0.005314524370256478,0.03421306231206042,-0.001995882877690029,-0.008389520037581795
ugpA,-0.014011164767733099,-0.033678098993947206,-0.00267980850013819,0.06364829330701034,0.0004865616580024615,0.0032605328606323866
ymfE,-0.010386546413040244,-0.011972203987768614,0.024901434552648094,0.03278003490026959,0.028757715427547893,0.04769037855429066
ygcF,0.001374686276609226,-0.05293970031468505,-0.0007693828644854459,0.07598159444794489,0.027006297098098892,0.03691074891328309
cspA,0.04440639921161308,-0.05088986964006334,0.01394596672611044,0.037919274268600645,0.02187265962029817,0.011641547789843876
dppB,-0.00928544599930812,-0.010214694223599323,-0.0008927337870306979,0.04291419895566772,-0.00567721824493338,0.012023880829590225
minC,-0.019444638922726038,0.0032497423980159183,0.01391477864648731,0.008348516406068079,0.03645930792485167,0.038043932643495586
ygdI,-0.0008822911687258663,-0.12311636222287937,-0.00704515239712939,-0.047271996258169885,0.02253654072417117,0.028532068683580044
b2680,0.02236222073346881,0.01866255913930974,0.014477766036977847,0.02764413920742581,0.021150917706667823,0.038419987205944535
pstC,-0.014377180915756032,-0.07993334552142436,-0.014816124648322476,0.022362596148649768,0.028173237578730647,0.02166567876446436
ycgK,0.010759530451867085,-0.0445523906048207,-0.013284207439617546,-0.12382423894517196,0.06418364203388484,-0.05646172458938569
yqeK,0.013480684616707652,-0.2787916087897224,-0.058904125440781815,-0.03269327881019039,0.018282895411917455,0.10613152616744614
ygaZ,-0.021844450358827105,-0.035430830764723406,0.007438439952478544,0.10456814908327901,0.014597778488635176,0.04164294546630643
alsA,0.02144994009247047,-0.03389002085105009,0.005841312189010029,0.20307316282803284,0.014951150077205435,0.3614607709892488
ldhA,0.007932233788749027,-0.11565122305983007,0.025829967843215524,0.031083166813889982,0.021171452233807488,0.0301753839392381
sseA,0.008611966866751313,-0.07864619722874873,0.0034020152162676977,0.10372747984332871,0.0027358838150847945,0.03767229092908465
ygdR,0.00448019432694096,-0.14943160743167117,0.012831347700654371,-0.010343984740831903,0.0051776134025850115,0.030548825788574107
phnC,0.00611942857646063,1.3340549035482179,-0.01026693023269323,0.08079796395854368,0.1611143379407083,0.055111551659478744
yddH,0.020149735641447335,-0.09456414346508003,0.006100246547659565,-0.023633032761143917,0.019260480699575883,0.07004486284246561
yphH,0.022273398693146085,-0.024140182558402362,0.018680512356629733,0.0786844083947612,0.018999846306614093,0.06256002328985115
yqeH,0.005337334961524813,-0.05604179960064775,0.016366230831585397,0.0830505026067037,0.02289923438924609,0.07388207106284257
ybdF,0.022046965176968292,-0.031221255491805804,0.014926062535671662,-0.026077867224811053,0.03141222199241538,0.04628251007031414
ydeI,0.03249581812840261,-0.2244867417998948,0.020001613214562352,-0.028601191749188026,-0.012890673551621518,0.07660358322387163
smpB,0.018710287744826797,-0.08274992673163076,0.0004504717493892524,0.019025223594738006,0.007434076187313588,0.06400387062092572
ygeG,0.025444210895475772,-0.012670495576104062,0.012447663939495465,0.026040637059760768,-0.062291588391246995,-0.006808494439470992
ybdN,0.002658571248886286,-0.03693280058952149,0.013349111713193564,0.018680348572076375,0.02795320820520114,0.05112753788110517
malF,0.031395733326974554,-0.10695425711323904,0.00457184455522884,-0.014934331282233353,0.009644166840756826,-0.012607825783502174
yfjW,0.02435199349193545,-0.009022578867753957,0.01588418275462664,-0.040436203900617806,0.07052547117483188,0.09054485273384623
tufA,-0.0014040070921976055,-0.07874392242234009,-0.027088136135675168,0.034846822231398566,0.027833842052858167,0.03762670916087373
rihA,0.020336560951059453,-0.0352799712248331,0.01562941563891178,0.055100909425551896,0.06772086823547291,0.07327489809363391
flgM,0.03561293067607874,-0.07961531474869266,-0.062102144296768254,0.02873816069326012,0.0314668252065454,0.03322425133378807
b2651,-0.019068363742788218,-0.09930388344234184,-0.005701543136626354,0.02235214766357018,0.06449154396119905,0.08607228648885201
slyD,-0.0018453382410166467,-0.04829272895793102,-0.0007178115416928647,0.03261370148964968,0.027752482526327386,0.02805058929011786
ycdO,0.008881729759572432,-0.020757525591357077,-0.009467899302428634,0.041107524833616224,0.016936240707175247,-0.016603567550005898
rhaT,0.015767310836714742,-0.0501082827120834,0.025351015984616195,0.07181248634831003,0.050595043833596885,0.017772816773748448
manX,-0.016785999934610378,0.12274214852306223,-0.03414092702114039,0.09526713406079107,0.04386485281905863,-0.025760376391449062
rfaZ,0.07590468294095683,-0.0812611537543417,0.03736192921047951,0.13843113416161923,0.033498139205765276,-0.006842678087975315
ydcX,0.02278883895121426,0.2440654162244758,0.39702625978296185,0.001436980610114005,0.04270756821060229,0.06861419839064743
adiA,0.007986864307333532,0.056772363463895706,0.08170728521399744,0.03272576013812874,0.042004033077464115,-0.002120019304505128
flgH,0.00449316444176576,-0.07233927718147809,0.035595367525203384,0.0948120842001721,0.03175659347890221,0.027188535412933607
ilvY,0.04165343065883182,-0.013877988159135931,0.031267977002524844,0.058833987922957555,0.039277394713453026,0.06756109302499666
xseA,0.0313677749472473,-0.10739836395495415,0.023393959942140503,0.014883919917118875,0.018885036289400317,0.03256924635380677
cadA,0.03287230040810938,-0.11158887090954263,0.007932261483872395,-0.014718371577034331,0.02633729238858837,0.0257745335600661
fabF,0.00876179518189009,-0.08465718203221706,0.004429908075305486,0.024419416820453257,0.2442289788572405,0.03669568607583794
metR,0.03344104652498521,-0.04634059669241397,0.011418877458264568,0.19468439541698057,0.05265172890875568,-0.010978441934322177
yhiR,-0.002830984065878701,-0.07969075716459412,-0.0037297749035103234,-0.003691765532759811,0.006718357479683541,0.051329595550760145
emrR,-0.0010561114591154611,-0.0033149306002454716,0.0032264547104121316,0.041819636666831195,0.019704750518018073,0.018750855423011362
cfa,-0.028472381607055924,0.06934789850530053,0.016430189760881047,-0.013119580030928906,-0.04342632554841912,-0.0022712382716776882
metJ,0.023944645282387128,-0.08606606922029517,0.006949365942595513,-0.10283051527014184,0.021100837917288125,0.01943799672730472
malS,-0.006660606972151159,-0.036985347650639946,-0.00418008337777335,0.028086164183546886,-0.019566834584644567,-0.02250944071977751
idnR,0.02294144657111982,-0.02802730081330702,0.0030693985048964065,0.09409872961389326,0.0221306734537718,0.01642027022623524
ydfO,-0.004601412506754832,0.0005568466505927601,0.0027165159240430926,-0.0005609998875719276,0.0019286549236610675,0.048947211159599116
argE,0.020093254563907342,0.21129982318983084,0.030133326618603424,0.07034989534930268,0.053647046603534164,0.0471733344495911
yicC,-0.005062283633712804,-0.025218317506639196,0.031187317733999496,0.12091128776157403,0.01690184236191998,0.035909319623888
hdeB,0.043649409643734184,-0.21174740429720665,0.03871397987129552,0.007879878452324948,0.05054144784030787,0.033433467180253466
yebF,0.02895723849576526,-0.03680701544074424,0.03719721945152188,0.011535485630942864,0.026028017681947933,0.021813960196573282
yjaB,0.05836288042461864,-0.07093672503397157,0.009159906758678156,-0.022901852446750564,0.05508659505847287,0.022361144611481896
pepQ,0.030889553713544973,-0.018326206106385863,0.010382333941479766,0.08116482593039337,0.017450339383308613,0.02272802559437271
gadW,-0.03499876882697286,-0.1298154592260086,0.008674091217793266,0.08598318424943903,0.03819658341758317,0.020867430985652982
b1998,0.0022827080464884264,-0.018418785178732234,0.00037592012151767653,0.02558886422411111,0.0071376085797933515,0.01845879248391076
ytjB,-0.07098255097499268,-0.03704025030928405,-0.005596543464673696,0.12725703761078883,0.047797857324319376,0.04604036737779322
yhjG,0.03600559409643207,-0.13507471197669388,-0.018150101668132645,0.03675424702897943,0.042057049119965384,0.03011388140997069
ybcW,0.04580886291484403,-0.20757634780057932,0.0281506488694234,0.06132912548921481,0.011826539847262566,0.03793947491097103
folE,-0.02291487918234881,-0.11486909428169212,-0.00030795723446331316,-0.10041992165757932,0.06181752854192558,0.037434069939890895
b2974,-0.09266025893810813,-0.040089202301221656,-0.006965201882236963,0.025835411972926745,0.0383901575596996,0.019144755918938564
ompT,-0.03265920753651052,0.06739367010977036,0.010743617864306606,-0.011291082142470666,0.05362299609167961,0.05214275362319355
galU,-0.011440347360500976,-0.12086071919022587,0.00803911790696036,-0.015839792495037062,-0.0014532849042794055,0.038800020002920876
bisC,0.024139668600302616,0.0030079868580272914,0.02462725153006495,0.05852142042415708,0.035775721192985784,-0.014770437062064823
hybO,0.029330895791677695,-0.08076232614624416,0.03503707193168897,0.06040012757635296,0.016897868836043644,0.07061856983226236
ompA,0.0065505043523313355,0.037096682297395434,0.003968018291563935,0.046017157921183174,0.014277185637601,0.005104868513132579
gutM,0.047488223511059226,-0.015635667064685683,0.05421936684399029,0.06949400378807861,0.016390147649591832,0.020825662960347022
mobA,-0.0059024210119718095,-0.0631182391627026,-0.02964261726618247,-0.02247728989510145,0.017741334805214646,0.022263990040204195
chiA,-0.034308066873742306,-0.06458799483939254,0.02882590160132461,0.03407688525822927,0.017117909038355663,0.040122539532352924
hipB,0.003555943918327325,-0.009469065436640339,-0.019011491943166745,0.01179713655191289,0.05034626788471857,0.0260590961188485
srlR,0.03427809834727495,-0.04387893094203333,-0.03850516945374984,-0.009838015893637853,0.048653115366918534,0.04298739573182103
yoaH,0.004984966595196614,-0.042530755376155936,0.002945054721087597,0.05504891099997569,0.017246345926937946,0.04463806523372322
yhfX,-0.04864752217121024,-0.011843598969395446,0.015244063338777881,0.014392688010836104,0.04116765052013053,0.03133883409888309
uidC,-0.02065590220856522,-0.22322155633461996,0.14180442824426465,-0.02459426057566067,-0.1244827096648961,0.03926459438149498
fucR,0.0058538795983539395,-0.1195771626688418,0.02756168040013513,0.20535799931573046,0.047926308114172325,0.10046534133027588
aaeR,0.029218396688933748,-0.10815953910137872,0.021663965365830845,0.055502012203133375,0.04365407930823432,0.07721178365909395
yhfZ,0.06351363414397655,-0.023800937245287097,0.03654969166205863,0.026232898774876983,0.03498139558360578,0.0685172504866888
cld,0.01181078315665526,-0.013195326048871131,0.015339554493428822,0.044906696463170796,0.019755016262605268,0.036281769863555385
dhaR,-0.018870712789606964,-0.053285317391173294,-0.0026054679010411945,0.08143237548340936,0.05785877550089434,0.04797839680182813
kbaZ,0.00427929499779815,0.012142058820070878,-0.025292429428601534,0.028585015762324997,0.021841918440458765,0.015188786983165803
yzgL,0.010588955859462769,-0.04031427180511993,-0.013411239866976803,0.012788332001132566,0.025328825920068705,0.03112175096605115
pbpG,0.02099795292132152,-0.02737744589270153,0.002478198673007654,0.01741040265940378,0.043632774154927015,0.052583804865440203
feaB,0.021761041935426797,-0.0006930615500249423,0.022163142772530234,0.08260082226223349,0.07424969830381443,0.06646221885097335
yhaK,0.023015836693735633,0.0008326459128220238,0.012793141733374933,0.11114961690227956,0.040268569698210153,0.03212273136110273
yhhW,-0.0036440835028184017,-0.0732207361284222,0.06195349697521535,0.01815210432538247,0.016033684260233973,0.04925094290116711
cirA,0.1076319423117,-0.16886659852139702,0.04708803688242478,0.07377594128708745,0.07963614682147913,0.06461960050790265
galR,-0.009483745236201548,-0.08600120947295521,-0.01448276609452591,0.08837406190440056,0.015603975399533466,0.018595618608434027
yhdH,0.0096521400975061,-0.10403502085453303,0.020863007625635914,0.05774670536484303,0.014674470763990819,0.015238434488775453
rna,0.03896965322172873,-0.09037715919521126,0.009759609722599519,0.0402057961446517,0.036975524147167683,0.06570628211972139
murA,0.032508246371345084,-0.0648936008797227,0.00067004098281415,-0.013487392770166152,0.005402322425824492,0.02293150806811227
bglA,-0.013883671084981359,-0.09849626292020638,0.0015164984495587475,0.08798841522828925,-0.013555068183452316,-0.02162523127600727
yhcB,-0.0050532304181146685,-0.07105262789212888,0.006181294319783829,0.04048325317099087,0.02462807616317651,-0.008555641593405156
relA,0.020863447356397648,-0.14466730019827964,0.00564588058660034,0.01138660798239045,0.010688481815174376,0.007766085397648085
tyrP,0.028489920908272376,0.11588851819783041,0.0423938909077483,0.07456972320994636,0.011444588654493833,0.09302975595240859
nlpA,0.10299587948714056,-0.09918465434427642,0.027702940702834324,0.017703283880485577,0.042029160688838815,0.011147266075243004
stfE,0.0342010835228982,-0.02965922291851116,0.06035674143495522,0.04330847500327585,0.009308681871766603,0.014011584216563192
uvrC,0.027444396743574576,-0.05961586892346152,0.03188028959618204,0.02230924353028103,0.02006617146238717,0.010367452525507907
srlA,0.04672165819516481,0.04108144251630665,0.14250964023795124,0.13872737260784826,0.0417643216892161,0.040625505859504536
blc,0.05865107174258743,-0.2333749897057262,0.01911199115799095,0.02866366492357925,0.04199384240776477,0.04147446824445013
yncI,-0.004453735047204898,-0.05559023360125722,0.018511128706448624,0.028721767273051067,0.05419023784670103,0.08489499443630442
ihfB,0.005786076054164957,-0.09780219729285297,-0.020101111998491163,0.014542250566342523,-0.03343946481956639,0.02101986358601145
yahO,0.0016989676966951007,-0.04448570666608176,0.12113178786638908,0.03213184770007557,-0.014276935041106456,0.157005352608714
ygjN,0.01860414174379586,-0.06579972688503577,0.01720883233155847,0.049494212570512085,0.6117025048340603,0.21495702994172552
ydfZ,0.017085207850673783,-0.008962294646966617,0.019561425254432052,0.03388042306084777,0.014986406605924308,0.04619133796329051
cynT,-0.011937739625699492,0.04553012860591786,0.07058595641941515,0.021318581430390726,0.013168887009099541,0.0005069830353259363
b1437,0.028022945033503967,-0.14339748160457486,0.03158949716496896,0.047839674684203304,0.03138761004046351,0.023487722744572115
ygjV,0.012043027589962143,-0.09918936264903651,0.027311734522786048,0.0035657291559686275,0.043587417415611514,0.07565807823347266
yceP,0.04597221882129607,-0.0636172313867126,0.007642807721909835,0.06627967401761493,0.02179292709684443,0.0536331482847161
flgB,-0.004377181801428451,0.034132584976702886,-0.0265513846367313,0.05528511303642482,0.016253963914176175,-0.06571813622106958
yncA,-0.030436361604881917,-0.04761095943372127,0.001703169507272538,0.08660837583023201,0.04663178188182445,0.017815939201228263
yhaM,0.004594647125143911,-0.0763341000202979,0.013042993182078782,0.03017081693341932,0.010465237809742022,-0.011646630356546272
pspF,0.023242770322780795,0.011221151626301756,0.010882704678670335,0.12703205186601235,0.013072876439963702,0.048089261532824806
htpG,0.043548525779152976,0.030243814261389997,0.03176737808926964,0.12327946098677467,0.019216087366275527,0.025415293259019187
lsrR,0.06834838096197746,-0.04805244718745735,0.01730598814770513,0.6284009661888448,0.04687142034585278,0.05593789766488014
yhbC,-0.010995262576577578,0.09217813723290591,0.023627719218269835,0.06827329364173527,0.02282899569381089,0.04965639168696738
ycfS,0.0647692571578247,0.004835929872691078,0.0036878898626495475,0.152756710587874,0.04302280091914151,0.06162144912283451
yjjY,0.027896444667239246,-0.20727332147630886,0.015257845398831042,0.0013042845816626301,0.03582177196509871,0.015059212712319957
b0259,0.004981238604348163,0.03443561570138734,0.003788004096669169,0.090283662271891,0.019119720358681338,0.010971759400808145
yraQ,0.01770360788275888,0.027692983176659372,0.011175193187187944,0.01984256038759818,0.02618467829408533,0.021474529699789583
ycfD,-0.005693827452019878,-0.10987092108678247,-0.014795467552402524,0.07078642206925195,0.01399963875083746,0.022673852653997923
cynR,0.002952386663271859,0.0049516349184864595,0.02891141595014887,0.04725098125187161,0.04993620432302568,0.042753544347020125
nagB,-0.0014513313637313226,-0.09809381219094702,-0.001077561141838506,-0.023566019718870727,0.04371672989340905,-0.015083286655977312
psd,-0.004777137310119356,-0.02887716957308534,0.010164094989132257,0.017222498567008998,0.022713046949720924,0.004691871941126626
ycgX,0.01580161327445487,0.04028888946826461,0.01300754102099706,0.18588362582857673,0.0418883339579455,0.04344487265034792
ydfV,0.04167000086683927,-0.060894699731690635,0.004346982235566191,0.04216468183966084,0.007414847878200724,0.03136850067960043
yoaE,0.12411550650781047,0.202671435638822,0.14034599047089175,0.2859623198410877,0.05386353183050668,0.018885692735889616
yhbX,0.02381301658169435,-0.10271495578557126,-0.012689965922323796,0.0454146332065851,0.01512807707331569,0.0053112599876784135
b1240,0.020507430388487895,-0.15746359924992123,-0.027928984940639556,-0.03445664026277326,0.032880913434502605,0.04744391029023956
ybiA,-0.05927768645153642,0.00019743483541590404,0.006873701706196181,0.060700930572364836,0.020638331304242946,0.044850073063578036
yecH,0.029398871113974826,-0.015709632632589416,-0.015512399137722524,-0.054137707667840804,0.01954166276499947,-0.007391590909501523
ygeI,0.034361529169732154,-0.024009291806155113,0.03895729038510955,-0.009153953810205529,0.09258694956620862,0.06139407711304016
yciA,-0.0009267393726480508,0.01649657168584842,0.020984465277059702,0.017084160029934285,0.050614376043788635,0.05004565537207925
astC,0.01710064676405766,-0.10686220496302666,0.02733574384595202,0.048230038535656064,0.09340377399185584,0.07732461656554201
yahN,0.02315506405289138,-0.13578174870416715,-0.02768449045258783,0.03430837473813856,0.02513177016384199,0.048983481265859115
idi,0.09613303603177911,-0.13327825349919126,0.017610039234049735,0.012748194758152252,0.03785461371400246,0.09140905531626642
ybjQ,0.02508044952851409,-0.09006771470414951,0.0006868175690484118,-0.004132674393981806,0.02371973952089467,0.06082809159238078
ydjA,-0.005359576649646557,-0.06663898866012129,0.006514473283687324,0.08229973345378179,0.025097809494514792,0.037322669813524695
ygaQ,0.022913289100491663,-0.02757608399450656,0.013812056189059783,0.033157286621181295,0.010431161907704758,0.015060994954039598
ydfA,0.08529729274695827,-0.15197622884885195,-0.004944243217862854,0.011186526316624023,0.03288447247636717,0.10522395785621692
fhuC,0.023533303561631955,0.22609513866,0.002271668506098035,0.9667469879253647,0.015165005275047565,0.3642876425346928
yebG,0.005327598630242792,-0.10432372249549114,0.01663228886965069,0.02910974345730334,0.03664364970848209,0.06436157280759282
