,0,1,2,3,4
insB_4,0.002784383993130177,-0.010150450728833676,-0.00694438127335161,-0.0016880732157733291,0.007449424765072763
murC,-0.005606711409054697,-0.006193684441968799,0.00015636744166840799,-0.0020599892316386106,0.008082897234708071
yncE,0.0067055579321458935,0.0007196053850930185,-0.01064892390742898,0.0021443863096646965,-0.001998624037951231
ycbR,-0.003801389660220593,-0.017358989864587785,0.020270691737532615,-0.006157315280288458,-0.003989543127827347
hydN,-0.002742307698354125,-0.0013198034150991589,-0.0013749073748476803,-0.005010451385751367,-0.0021498539578169583
mrcB,0.01115080265328288,0.00437093579210341,-0.011526055913418532,-0.0005847462097881362,0.0019736462901346384
yneJ,0.003212328001391143,-0.0010476281284354627,-0.02329678662121296,-0.0024762776889838277,-0.0029437775886617602
ycbB,-0.002359108824748546,-0.014389336463063956,-0.006301863160915673,-0.00027940193365793675,0.00428443516138941
hycB,-0.009977911822497845,0.0012562102230731398,-0.005207926593720913,-0.004293756848201155,0.0031465999921783806
fhuA,-0.0022968817339278757,-0.01110505435615778,-0.010435163667425513,-0.0006720751244574786,0.0067426767898723485
ydiQ,-0.007106479471549392,0.002436111343558878,0.000630840603262186,-0.004008453930728137,-0.0012333798524923622
hemG,-0.004630057634785772,-0.003657014698255807,0.00047631784458644687,-0.004091542116366326,-0.0019025108055211605
cueO,0.0035478418739512563,-0.00889475024305284,-0.016641631722450256,-0.0057841801224276426,-0.003043357559945434
rpoH,-0.0002480293667758815,0.006356646353378892,-0.0034719447302632035,-0.004678504462353885,0.003050436230842024
b4285,-0.00885685784742236,-0.021462138518691064,0.0022852958436124027,7.904523772594985e-05,0.004375833552330732
cusC,-0.014460733328014612,0.005881877359934151,-0.0017986326746176928,-0.0008477839577244595,-0.00488097695633769
nac,0.001119731382932514,-0.008570941835641862,0.003766203327104449,-0.002518915084656328,-0.007060243668965995
yiaT,0.0158547518029809,-0.004450307842344046,0.003556280650664121,0.065201281234622,-0.0027242905762977897
wrbA,-0.0031797961611300706,-0.029405282102525233,-0.0037958760559558867,-0.008311473187059165,-0.001561063436092809
ybdR,-0.00939586733467877,-0.00905301770195365,-0.0037646404979750515,0.0011674253025557846,-0.0026103632338345052
yidK,-0.0013386579987127334,0.007025298476219177,-0.0046671285387128595,-0.0033434932329691946,0.0013132356631103902
appA,-0.0046047700010240075,0.003926581046544015,-0.0004498018027516082,-0.00016132937133079395,0.005110421716235578
ybeR,0.0025778726558201015,-0.007620184849947691,-0.0016784619074314833,0.002305932429153472,0.008098909594118596
rsuA,-0.0022183962375856934,0.0018215307197533548,-0.003099617152474821,0.0004986723687034101,-0.005096188723109662
yidR,-0.017050634324550628,0.012067118529230356,-0.001985982933547348,0.0028004218474961817,0.0013558722275774926
phoH,0.002807384915649891,0.028139109276235103,0.005046140477061272,-0.004052327824756503,-0.005367459012195468
ybeU,-0.008643167400732637,0.006022620922885835,-0.0007935342361452057,-0.0031860001012682915,-0.007310771085321903
yfiC,0.0001939093908003997,0.013208277225494384,0.0026718857581727205,-0.003225937262177467,-0.001520744423614815
yidH,0.001142997140996158,0.009241282138973475,-0.005921096606180072,0.0020962018286809327,0.007467734972015023
ycjY,-0.0002588629222009331,-0.016441576573997738,-0.0009749533666763455,-0.0026754267583601176,-0.0025493887322954835
ubiF,0.00047290628164773805,-0.0013478407007642091,-0.006362510886974633,-0.0024652945017442107,0.0029270276962779463
yagY,-0.002386174185667187,0.0022677170019596814,-0.00467281632591039,-0.002885984543245286,-0.003912902297452092
yajG,-0.004606478102505207,0.007739394102245569,0.004325401005335152,-0.0006025153619702905,-0.007985458793118596
fepA,0.005653879474848509,-0.03619364164769649,0.01167718023993075,0.002026955648325384,0.0095588297303766
ybhE,0.0021990825375542045,-0.011044591665267944,-0.004574159244075417,-0.003512976903002709,-0.0006079690443584696
yagZ,-0.0007158025226090103,-0.0031935745570808648,-0.004947463930584491,-0.004729961715638637,-0.0015349043172318488
mlc,0.002890796368010342,0.03790210355073213,-0.008627108549699187,0.0006782065861625597,0.008131794212386013
narX,-0.003372462042607367,0.0037520190491341053,-0.0042732898006215695,-0.0011466789233963936,-9.201915920129977e-05
ugpB,0.008177660992369057,0.256398403942585,-0.013833793895319104,0.0006996175309177488,0.014537703227251769
ykgI,-3.3442879903304857e-05,-0.0036857639951631428,-0.007843999974429607,-0.0009503020945703611,0.0006479516788385809
pitB,-0.013778016800060869,-0.007309118183329701,-0.0020864427206106484,-0.013242609472945333,-0.005278166653588414
yciI,-0.0032877959846518935,0.007073380816727877,-0.004176652948372066,0.0030513878562487664,0.0005583255295641721
dctA,0.003953564395196736,0.013987834211438894,-0.0020945059973746538,-0.0005280017852783203,0.000509789238567464
b0309,0.002486120092216879,0.0033669731020927428,-0.0034965363680385052,-0.002320864633657038,-0.00420738426502794
fecA,0.0027514050109311936,0.008070434210821986,-0.006722109168767929,0.0006667809863574802,-0.0021497932053171098
uxaC,0.005230432697571814,0.006859981575980782,0.002435035132803023,0.0033770579751580955,0.0055682252673432235
dppA,0.0036385709466412665,0.010969162611290812,-0.003314047649037093,-0.002720590722747147,0.000701141714816913
yafK,0.003424446424469352,0.0006171951786382124,-0.01091671179048717,0.006315524931997061,-0.005277027068659663
ychM,0.003907010816037655,0.020116542689502238,-0.010877827182412148,-0.0026768223126418886,-0.0006220859906170517
ppiA,-0.0069642367213964464,0.0020270173251628874,-0.010334049100056291,-0.0024767191987484696,0.00538738994859159
alsB,0.008443334773182869,-0.018141504134982823,-0.03382201325148344,-0.002129105345811695,0.006004085661843419
mutT,0.012084757247939705,0.007208243971690536,-0.0022308141901157797,-0.004413589234463871,-0.0007003070088103414
xasA,0.0008244815922807902,-0.002111314374487847,-0.018597076311707497,-0.0005529579170979559,-0.0008814314886694774
shiA,-0.002159709520637989,-0.0043445672653615475,0.0033622069237753747,0.003446684004738927,0.004194947355426848
dcuA,0.004091127230785787,-0.0015915072988718748,-0.013527700947597622,-0.004287581872195006,-0.0025195796228945255
dinB,0.005167933697812259,0.007115423786453903,0.007733155903406441,-0.0035555516136810184,0.027292318549007176
chbA,0.0035143441357649865,0.07383444577455521,-0.022545821238309144,0.0006847963109612464,0.011161960819736123
yncG,0.0029257600707933307,-0.029784911796450615,-0.010631282394751907,-0.0012126599298790098,-0.0042939611012116075
ybfG,-0.0017838368413504212,-0.004819943839684129,-0.0015353037766180932,-0.006480380287393927,0.0009514212154317647
brnQ,-0.0003528313268907368,0.004608139460906387,-0.0075833940412849184,0.0014405047800391912,-0.004471540260128677
b1997,-0.0017716857080813497,-0.009473093822598457,-0.00734241496771574,-0.003490928311366588,0.012661246890202165
glpA,0.005547544788569212,0.01693513639271259,-0.002838613309431821,-0.0026283269352279605,0.00157634332543239
cvpA,-0.0030563440918922424,-0.02385430075228214,0.004630981553345919,0.001038415627554059,0.005742278294637799
ftsK,-0.003074193396605551,-0.0096776984911412,0.0060990793583914635,-0.0014917794219218195,0.005505992127582431
mtr,-0.0073204506048932675,-0.002316292931791395,-0.0036115827900357546,-0.00043943452561507,-0.010527678616344929
fadL,-0.0007913836021907627,0.007281080023385584,-0.0036849486199207605,-0.004425534666515887,-0.006064126091077923
ybiJ,-0.004057444245554507,-0.0013106828031595797,-0.011568621341139078,-0.002044460622128099,0.0044815880106762055
ydgL,-0.0029034386295825245,0.017708399742841722,0.01379934987053275,-0.006782320723868906,-0.009478248469531537
cadB,-0.0035737488768063487,-0.00248924782499671,0.0554558265581727,-0.00699520958121866,-0.0062662852415814995
nupC,-0.011436264123767614,0.021242882031947373,-0.033473271504044534,0.0011768993048463018,0.012232573237270117
nmpC,-0.001444191592745483,-0.015574484197422862,0.0032819525292143224,0.0011645648162811994,0.0467383848130703
sodB,-0.01371097780764103,0.01206590618006885,0.10542462855577468,-0.005466671567410231,0.004726237934082746
treB,-0.005618074066005647,0.011618642704561352,-0.004162957817316055,-0.005963560505770147,-0.0006733195699052886
yqeG,-0.004452964165247977,-0.0104053227417171,-0.01986374916508794,-0.0029541941825300456,0.02365014608949423
ybiU,-0.006333629637956619,0.005983251640573144,0.16166973143815994,-0.00735085024498403,0.0053771932143718
rpoD,3.0112754884612514e-05,-0.002687433478422463,-0.004433972765691578,0.004642225555144251,0.003132117239292711
fimD,-0.0006506664195330814,-0.011023550331592559,-0.001108358600176871,0.005972420270554721,-0.0049899897770956155
fdhF,0.004768701517023146,-0.0014403009065426886,-0.0009027996938675642,-0.0018730697536375374,0.004034859263338148
ompG,0.004692926756106317,0.011075794519856573,0.0005465635698055849,-0.0014706741936970503,-0.003137394664809108
yeaU,-0.006533025591634214,-0.0018420473858714104,-0.0031721174460835754,-0.0036830354970879852,0.0003609507362125441
mntR,0.0038724964181892575,0.0007523060753010214,-0.007754841572605074,-0.00042343410837929695,-0.003406251394189894
nudE,0.004809243911877275,0.0127592405769974,0.007277954211458564,-0.004595236964523792,0.00644790985621512
lpp,0.003129671532660723,-0.003898356894496828,-0.00765867433976382,0.0011084410222247244,-0.0018631347245536745
yedX,-0.0005492062662960962,-0.009494707398116588,4.121554408129668e-06,-0.008090855525806547,-0.0004982410109369085
yliI,-0.005444081635214388,-0.011933728391304611,0.03244828637689352,-0.0063449495797976855,0.01436695053242147
yhhM,0.00441701858304441,-0.0021982195461168886,-0.003455706594977528,6.062040287361015e-05,-0.006246038004755974
rcsA,0.009027256183326244,-0.028109118174761534,0.0007703284261515364,-0.015906039737164975,-0.006956594046205283
ypdA,0.004631496518850326,-0.006659693554975092,-0.004882337427698075,-0.0010400815517641604,0.004778171060606838
ybjN,0.004674155251123011,0.001416010670363903,-0.00521397146396339,0.0018123603716958315,0.0037096598604694007
sirA,-0.005221087322570384,0.018544935137033463,-0.006601888625882566,-0.0015380410302896052,-0.004747676607221365
agn43,0.004195423764176667,0.0028486981848254798,-0.0024340172880329193,-0.0006289519765414297,-0.0026824367488734423
yjiT,0.0029813511087559163,-0.0074055443657562135,0.0022252838383428754,-0.004860909199342131,-0.0078422939684242
folA,-0.0011634016106836498,-0.0038462347304448487,-0.007977084955200553,-0.0028628381714224816,0.008719801558181644
norR,0.004937430298887193,0.008716037292033433,0.010293627213686705,-0.003991674734279514,0.0005373957566916943
mltC,-0.004742580964230001,0.003671836666762829,-0.007245762208476662,-0.009104982893913984,-0.00561659294180572
citT,-0.0028173135686665775,-0.002544763218611479,-0.006146351746283471,-0.005153448893688619,-0.0017200161598157138
hemH,0.00033324229443678635,-0.0039764506695792075,-0.006600000043399632,0.0014907165861222894,0.006280457307584583
ygbI,0.005581320361234248,0.008427447257563472,-0.0027655314048752187,-0.006194894732907415,0.0009050080890301615
yidC,0.001942425948800519,0.01511918612755835,0.0012620975181926043,0.0009082253061933443,-0.004239193177781999
galE,0.0018013414042070508,0.0070591408712789416,-0.008162469742819667,0.00023256099157151767,-0.007864089533686638
dusC,0.0005456181219778956,0.009298107102513314,-0.0029838231182657184,0.00036174814507830886,-0.002596826087683439
ssuE,-0.0010649750172160566,-0.005472166454419494,-0.002600725395604968,-0.0009338446357287466,0.0006341164064360783
purM,-0.0017030713718850165,0.034661368541419504,-0.005927545982412994,0.0043782969331368805,-0.014852107726037502
hisL,-0.005576103194616735,0.008147083884105087,-0.005458940588869155,-0.003971766354516149,0.003256874855142087
yeiE,0.002228483723010868,-0.00550935014616698,-0.002753949055913836,-9.691950945125427e-05,0.004355023466050625
leuS,-0.0024202593695372343,0.016316997949033976,-0.00826600587926805,0.0011257589422166347,-0.0045948717650026085
ygiH,0.0012354679114650936,0.005703770481050014,-0.002588213181588799,-0.003728876474779099,0.0016317259217612445
cysK,-0.001478128273738548,0.01926694393157959,-0.0018349602504167705,-0.003776403034571558,0.005395185081288219
yejO,0.0073223054222762585,-0.012250267695635557,-0.004359345827251673,-0.002350008473731577,-0.004546582349576056
rluE,-0.002918600074481219,0.006601697425357997,-0.0015084900660440326,-0.004657246330752969,0.002946205106563866
udp,-0.0038398899347521363,0.0048809445090591905,-4.357832614914514e-05,0.002409281600266695,0.0005376215494470671
pheL,0.0033850624645128846,0.023952218051999808,-0.008382923798635603,-0.005632672803476453,0.0022552053118124605
elaA,-2.5977436343964655e-05,-0.010451527116820215,-0.01034674228169024,-0.0015549371496308595,-0.00235957610886544
alsR,0.006307059712707996,0.002480781979393214,-0.004987137406133115,0.0011925145226996392,-0.0024235280696302654
fxsA,0.01231334574520588,0.01627384763211012,-0.007775452914647758,-0.00023503199612605384,-0.0008285668428288773
dapF,0.0027467770595103504,0.0005156847508624196,-0.006726134950295091,-0.000703050815500319,-0.0038961728080175815
ppiB,0.006388237276114523,0.005553344408981502,-0.0033337622764520345,-0.005742772072553634,-0.0011333388602361083
maeB,0.0007889358489774167,-0.004027161174453795,-0.0025182501203380525,-0.002160111162811518,-0.0021376424538902938
cysQ,0.04751833695918321,-0.016095248274505137,-0.008705346249043941,0.08231974482536315,0.003142036108765751
tyrB,0.0037195552536286413,-0.012807944687083364,-0.004018097161315381,0.0007043068198254332,-0.005161183457821608
ligT,0.0023190635442733765,0.0015060656098648906,0.022984806559979917,0.00085194046725519,-0.012154127974063157
frdA,0.006374534801580012,-0.0259679407812655,-0.007147505125030876,-0.0007784445770084858,0.022764559742063283
deoC,-0.003890957918483764,0.022249603997915982,-0.0066130141774192455,0.0023280147486366334,-0.006851443247869611
yajB,0.00022591118744458072,0.0008503429568372667,-0.0012293532839976252,-0.0002864644935471006,0.00880590689368546
ydiY,0.003422577762976289,0.01141948544420302,-0.007554221614263952,0.0005572537326952443,-0.014223169945180416
metK,0.0014854867570102215,0.007310086339712143,0.004731436637230218,-0.0018982277903705836,-0.005207551941275597
argA,0.0007637167075881735,0.05439781803637743,-0.000535914353094995,-0.0088993411231786,-0.0025788199971430005
ybfF,0.0067028604215011,0.009301853077486157,0.0014703214901965111,-0.004736925344914198,0.0015895838104188443
uvrA,-0.0060146544361487034,0.019285667594522236,0.0032977618277072905,-0.0027780796098522843,-0.003432495805900544
ykgM,0.030738583076745273,0.03287062644958496,0.031496466994285585,-0.019513766523450615,0.0009571235853945837
lysR,-0.008700122889131308,0.017439944706857204,-0.007058977610431612,-0.005298299584537745,0.006166210826486349
yccF,-0.006983542037196457,0.014494806602597237,-0.01743332028388977,-0.005921164336614311,0.06651401437819005
fruB,-0.01610931575298309,0.007981780217960477,-0.012414183327928185,-0.0036076564039103686,0.012792167449370027
ykgC,-0.005625446694903075,0.011161580383777618,0.01383123004809022,-0.006451138188131153,0.0001175155315286247
metC,-0.00849802142009139,0.0003769007977098227,-0.02866675755009055,-0.004806878822855651,0.00869246176443994
yecM,-0.0006728721084073186,-0.0028265269054099916,-0.011784765161573887,-6.865411378385034e-05,-0.015053310729563237
nfo,-0.00689507104922086,-0.00759940838906914,0.0010179235634859651,0.003829579243902117,-0.007988002058118582
ydiU,0.0017079181573353708,-0.0022253305511549114,0.0046214754320681095,0.0024380489811301233,-0.0028676727414131166
gloA,0.001275637459475547,0.005257770605385304,-0.004781734561547637,0.0035663875075988474,0.004591436646878719
ybiV,-0.002360399477183819,0.009468149933964014,-0.001693788404809311,0.00046222988254157827,0.004671991043724119
yfiF,-0.005085886497981846,0.008266918463632464,-0.0007578099018428475,-0.003171450754161924,-0.0038779387436807156
ddlA,-0.0062658104952424765,-0.006310915108770132,-0.004948306889273227,-0.0028136566095054148,-0.003900813793297857
ybdL,-0.002678706266451627,-0.010561259994283319,0.002086375723592937,-0.0038026668643578888,0.003162930482067168
ybhQ,-0.0015575966471806169,0.009592922572046518,-0.0069233743380755185,-0.007712847953662276,-0.00026382627664133906
rof,-0.00401562278624624,-0.004454902848228812,0.000860591396340169,-0.0017264710215386004,0.003527399590238929
ybiF,0.0005622768023749814,0.025583466198295355,-0.0031472437316551805,-0.003193964019883424,-0.00193824460497126
rhlE,-0.005510451742447913,0.0358920194581151,0.0006549260776955634,-0.005424958453513682,0.0024988322029821574
ybiN,-0.005961200254969299,0.04466573338955641,-0.0014325950096827,-0.007577471151016653,-0.00020034480607137084
qseB,-0.00014294938431703486,0.008983915708959102,-0.004601743193343282,-0.003974539958871901,0.0045383402472361925
mipA,0.050120336525142195,0.10096898645162583,0.09604770570993423,0.07344872616231442,0.0010413141566095873
ybjK,-0.014938456881791353,0.011536433910951018,-0.003573192881885916,-0.0003651942891883664,-0.0009324860532069579
sbmA,-0.0013145367172546685,-0.0033951131836511194,0.0009249511454254389,-0.0017272181424777954,0.006339744790457189
zupT,-0.001960096275433898,0.015823702588677407,-0.001685393350198865,0.004706523586064577,-0.005642490023747087
dsrA,-0.006834665136411786,0.006810124237090349,-0.0034512563329190016,-0.0029711961350403727,-0.0018335226038470865
yafS,-0.0014075439679436385,0.005986353219486773,-0.001756132406881079,-0.004072921229526401,-0.0005827081896131859
ybbL,-0.006259327074512839,0.007461144509725273,-0.009134644670411944,-0.00023675001895753667,-0.00176287462702021
ecfG,-0.009763672836124898,0.016295456308871508,-0.007393098995089531,-0.005733076697215438,0.0020317472238093616
rcsC,-0.0016856567957438528,0.014915610402822495,-0.0034028407814912496,-0.004010364287532866,0.004124943227507174
dpiB,5.660502824866853e-06,-0.0010138050292152912,-0.005947931618429721,-0.0012341393751557916,0.0009510501119075343
kdsB,-0.00650695864111185,0.0018771903112065047,-0.008737046383321284,-0.004253633203916252,-0.0033319135406054555
yqjI,-0.002423362440895289,0.007331698164343834,0.0011427306290715932,-0.001630473060067743,0.03759289622306824
ypeA,0.0008711755467811599,-0.006637625633738935,-0.005004173144698143,-0.0006141379434848204,9.735242019814905e-05
ydgH,-0.007825238201767205,-0.00507069808896631,-0.011187487365677953,-0.011369545301422477,-0.0028859420027583836
entS,-0.0017197926866356283,-0.007464879229664803,-0.0031179648661054673,0.004161768006160855,0.001630137488245964
ybaY,0.009402547189965844,-0.038917459324002264,-0.009485879568383098,-0.0015379849052987993,0.002186200520955026
hofM,0.0004012710804818198,-0.00022673844709061085,-0.004594693463295698,-0.003572216222528368,-0.003924521920271218
yegE,-0.0022220785007812083,0.0014939451648388058,-0.006274036723189056,0.003200298077426851,0.0020315963169559837
lolC,-0.004761419473215938,0.0016052105475682765,-0.005204401989467442,-0.002379224351607263,-0.009154885057359934
pgpB,0.0023948794463649393,0.017783369086682797,-0.007193256090395153,0.002738617977593094,0.0005056447262177244
b3505,-0.003461152766831219,0.012326515512540936,-0.00987114737741649,-0.0009975782979745418,-0.005421026675030589
yfeN,-0.004050762713886797,-0.001612409531371668,-0.0006865039264084771,-0.007310604499652981,0.00225080598378554
pepT,0.008666261173784733,-0.00808144467882812,-0.007881524246186019,-0.013874417906627058,-0.00587585985660553
yfdC,-2.5436825435463106e-05,-0.01475635390728712,-0.012222614977508784,-0.011077446984127165,0.011385071752592922
htrL,0.000983608984388411,0.011241559470072389,0.024461709372699262,-0.0020710791740566493,-0.006951207830570638
yqgA,-0.0004789909935789183,-0.00542750399094075,-0.004467227845452726,-0.004299281691201032,-0.0006212657922878861
znuC,-0.01896327055990696,-0.0002084566514531616,-0.012836913578212261,-0.024125701654702424,0.011425586715340615
ecfD,0.0028245118889026343,0.010439596511423588,-0.005125026223249733,0.004141221805475652,-0.006118587618693709
rplT,-0.0006647736806189641,0.006094793858937919,-0.012601793780922889,0.0007576784741831944,2.7414338037488052e-05
yghU,0.006896494803950191,-0.0015599878726061433,-0.005755836293101311,-0.0038939748471602796,0.0011863735516089947
yfhH,-0.0008209579234244302,0.014537860751152038,-0.006563023356720805,-0.0029962509917095302,0.007605152316391468
yqiJ,0.004356050607748329,0.011496910629794,-0.007235511043109,-0.0013904196151997895,0.0014578712964430451
rpmI,0.0007018532528309152,-0.0018679028644692152,0.0017808923893608154,-0.003332901941612363,-0.0050570794474333524
pldA,0.002372236989904195,0.0030720021482557058,-0.004334480566903949,-0.0003064830889343284,-0.00047244315908756107
yrbG,0.0033221093262545765,-0.0035239180340431633,-0.003221395744476467,-0.0033104186621494593,-0.019692682530730962
dacB,0.0008504655654542148,0.0003510228300001472,-0.003516442959662527,-0.0015780935389921068,0.00010463110571436118
rrfG,-0.005709397634491325,0.0065723882615566255,-0.008189297011122108,-0.0023867970914579926,-0.002076794246677309
lacZ,0.013932204991579055,0.015938724745064973,0.0032855376694351434,0.0032066984637640415,0.011988766118884086
yheS,-0.0024175519379787147,0.002922258065082133,-0.004454269665293395,-0.004865473313257099,-0.00111695910920389
ydiV,-0.007089064647443593,0.0162031015008688,0.007354648252949118,-0.0014231051539536565,-0.0014066842081956565
ygfU,-0.005465968647040426,-0.00041068656166316943,-0.002600177903659642,-0.0030230355728417635,-0.003508628730196506
ybjH,-0.0007168533455114811,0.00037734802841441704,0.0023191706463694573,-0.004065928943455219,-0.016683960277587177
recN,0.0033342891396023334,-0.0031840090546756982,-0.015171936908736826,-0.006026585302315653,0.04548671714961529
yeaE,-0.005119022699072957,-0.011745840469375253,0.009045260362327098,-0.005288800247944892,0.00012707071342447308
pitA,0.0027633881825022398,0.01044126270338893,-0.008367118770256638,-0.006392097482457757,-0.000889690657495521
ymcC,-0.003677859592717141,0.0025057940417900684,-0.004345457442104817,-0.0021257787942886353,-0.0011597802583128214
ilvD,-0.005915922559797764,0.010938114169985056,0.00562188389711082,-0.006529855015687644,0.0013018324063159526
manY,-0.0074032062198966745,-0.0006118576758308336,-0.0026386874075978992,0.0005567228939617053,-0.0026976748206652703
yhfA,-0.002084213583730161,-0.005228969133459032,-0.008477368392050266,-0.0007961735362187027,-0.0030581780732609333
aes,-0.0035674879886209965,0.0008257462765322998,0.01024300896562636,0.0002182824007468298,0.0013895075384061783
ygjG,0.0022183853620663285,-0.03429033912718296,0.006912679155357182,-0.006296345279552042,0.008199245305731892
mrp,0.009044266743585468,-0.031981309987604616,-0.006702711400575936,0.017754670288413762,-0.0019297946814913302
msrB,0.002953524647746235,0.018269229624420406,0.0006106389820342884,-0.0009385791706154122,0.0023838180606253444
ycbC,-0.008747538486495614,0.01736838122829795,0.00939544484950602,-0.0033110694773495195,0.0007257405389100313
argG,-0.005566922230646015,0.03484572000801563,-0.00048060638189781455,0.0003695080184843391,0.0014514871081337333
yejK,-0.0005362145567778498,0.004299572319723666,0.1138385596871376,-0.00936186852864921,-0.008418043153360486
