,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
setB,0.0036746783092655617,-0.00042733456153655426,-0.0005212666239822283,0.001771519770845771,0.0021276671439409258,-0.003845793642103672,-0.0036235160002594485,-7.54212789797748e-05,-0.0038333177962340415,-0.005734284076180945,0.0010864087793743238,0.0016930019887190105,0.002947311049096824,-0.004861654983833432,0.00303402480436489,-0.004835498272441328,-0.002822008875264513,0.00858326931244012,-0.0024784182480041997,-0.000585006720242784,-0.000872943221766036,0.0002900156192481518,-0.0013266666687559337,0.008750059176236391,-0.0021514264931518238,0.00031079961016075683,-0.003017125495194279,0.002059165393002331,0.00024010540408198722,-0.02229111634194851,0.0005840735940728336,-0.005770564982385346,-0.00251862538609221,-0.0030267254083550404,-0.0023011667882188625
ygiL,0.0010885155061259866,-0.0006649871781701222,-0.00020503849111264572,0.0014145731332246214,-0.002130893128924072,0.00035683668829733506,-0.0028958881356041222,0.0017883205832913518,-0.010248553110286593,-0.008186118745404045,-0.0020815301139373334,0.00802800010870954,-0.002532520921920071,-0.0055060223117470745,-0.0035379824484698475,-0.004017156413756311,0.0023893677474310002,0.005216600109352586,-0.0017892935264418707,-0.0017280727463893275,0.012365893200039864,2.0930438509623173e-05,-0.0003399645205354318,0.006717618987895548,-0.0012408806054286427,0.0003286979149561375,-0.0001579486624711748,0.0008082839281996712,-0.0015153192367870362,-0.011833309791982174,0.0009491416858509183,-0.002010476098141887,-0.0029207790526796624,-0.007921502551263464,-0.002770288910923368
yacL,-0.007827823276095318,-0.0012448971078265459,0.003976730633876286,0.0008540806983364746,-0.00021347190157030126,-0.0031738546979613604,0.0003537651049555279,0.000981913338182494,-0.006147633288055659,-0.014515211135603306,-0.0009090157941682264,-0.014178364302473838,0.0002997819983929074,-0.0071052007982507345,-0.0002492093519617811,-0.004005853389389813,-0.001315784337224834,0.008016776207104786,-0.008990391950916362,0.006863348498108222,0.004291566230822354,0.000729338928940706,-0.0009200684051029384,-0.002010018228320405,0.00045149171195045767,-0.001575456535210833,0.006910855881869793,-0.0006827940110815688,0.001860513964202255,0.005422509149648249,-0.00015167397696131958,-0.004326634313628981,-0.0023241510762917724,-0.00024520399811730646,-0.0012405382499630026
iscR,0.010997289057933924,0.0005288157996164955,0.004037813054255821,0.0004907475561049068,0.0017992878757650032,-0.00043576253665378317,0.008982389025828418,-0.0006700153340352699,-0.008713722354732454,-0.003025727585048937,0.005284124738536775,0.0020144750520521117,0.0037592553639227582,-0.006384689882397651,0.011691264752298593,-0.00586262658238411,0.0036462702614377543,-0.01780131367064014,0.013080735943843553,-0.0006013740026862658,-0.028820844423025845,-0.0008795135008404032,-0.0017433270812034606,0.03300702976062894,0.00175498670792764,0.0002909200951398816,0.010943841278315224,0.001011668533901684,5.844245490038702e-05,0.002211095985257998,-0.0012029833067208528,-0.0023775474648132467,0.01296342597013772,0.0005306724550402058,0.01390439227328334
crp,0.012279481617639762,0.000129301970700908,0.0018138107066624797,0.0009664186521968077,0.0004634115040244069,-0.0018489341321401298,-0.005847800051903024,0.0017121345829218626,-0.011238626968115568,-0.013501744138122333,0.0016307776444591583,-0.001747952499591529,0.001171849988468145,-0.006705713658593595,0.004301987360231578,-0.004290486867539585,-0.0005092451203675621,-0.007282346477444025,0.00040573162794788477,-0.0007485201301104563,-0.01369959270581603,-0.0021886333753354846,-0.0011846167058683931,0.007377800354734063,0.001578979925060472,-0.000998577215941623,0.003319728639016443,-0.00012164681771537289,0.00012063153144481475,0.005996512132696807,-0.0015222674771212042,-0.006147077523472935,0.010965986483062457,0.006564107706903347,0.027913825429031546
eaeH,-0.0064285372223968455,0.0013887685316149145,0.0008174641942605376,-0.00045952334738103674,-0.000723042834433727,-0.0013453139073681087,-0.007825783536057262,0.0012953652942087502,-0.0037344662030227484,-0.01751817292647391,0.002153202377958223,0.007081894565025589,0.009191142308727368,-0.00466889870353043,-0.005282491100952029,-0.0021325664082542063,-0.0003460174803610308,0.0046304268858481925,-0.0045164278794631914,-0.004532745132777602,0.009393814783543349,-4.544181860183016e-05,9.650712869188282e-05,0.004803231289843097,-0.003692520693539805,0.0007531833747634664,-0.0018415292526813263,0.0009951338596874849,0.001183691440965049,-0.01946813426911831,-0.0021320900530554356,-0.00961921504237736,0.010895952375398742,0.003695407183840871,0.007772379456428995
proB,0.010911650363017212,0.0014634598407428712,-0.008941733962856233,0.0038044296996667983,0.002716239891014993,-0.0013681098038796336,0.0009310822139548904,0.0022821346973069014,-0.001959868235280737,0.007179488467688604,0.003325237894896418,0.0019846649174907745,0.017470383863012817,-0.007994821509346366,0.00636304056737572,-0.0059942352212965485,-7.037194133216771e-05,0.004198209685033437,0.006435630779805375,-0.003360710704966666,-0.00118466095183976,-0.00046047793875914067,-0.0013290475541725755,0.001031492738693487,-0.0016429918438925879,0.00031753719056723637,-0.0020263614999922984,0.0016881790035404266,-0.001050069491029717,-0.00991922253742814,0.0010871207143645734,-0.010750908818509843,0.008863870543662947,0.003955170510120557,-0.0030259514427547094
yfjL,-0.001028980736046291,0.0016171366383787244,-0.0078276339545846,0.0021107845415826885,0.0005379514122614637,-0.002249678384978324,0.007378256446955835,0.0006290571433783043,-0.027082275059074165,0.004839449666622208,0.0027855103695765136,-0.0031758707623477235,0.02457349447859931,-0.006039485093206167,-0.016017219275236128,-0.004009501626715064,-0.0028397300976770695,-0.024811703922975922,0.015543961299606312,-0.002265711845037468,0.02607636459171772,-0.0015006693173199891,0.0012222150166053326,-0.009497239034390077,-0.003035277200229082,0.0007902548770653084,-0.003965370448682695,0.0020085591648239644,0.00022032216453226282,0.036526900716125965,-0.001845480769407004,-0.007946692134319531,-0.005070189343332642,-0.0036130232536899193,0.009565804842334817
pdhR,0.008543767778184077,-0.0008593876613304019,0.001239678703568643,0.0025011902034748346,0.0010049304366111756,-0.0005750332731986418,-0.00554171283455456,0.00295909171923995,0.0013531873933970927,0.0029566432217396185,0.0034947731858119366,-0.013460744454553633,-0.011057332071677311,-0.006897853845730424,0.00420687616802752,-0.003997093173675239,0.0019666244054796418,0.001585292223044047,-0.002521325670251692,0.00022934162258566852,0.007362321079708636,-0.0017279753752518444,-0.00021059345337562263,0.0053642787062563,0.001565306537458193,0.0005078544246498495,0.00225380820251922,-0.0003154697429272346,0.0003139753495634068,-0.0016801517212297768,0.001127962765749544,-0.0045358407254697695,-0.004522781104150444,5.23290150990111e-05,0.00602525252271706
ykgD,0.00232861835787054,-0.0009766172606032342,-0.0011056383497179923,0.00221646154881455,0.0014472772448789327,-0.0018101379426661878,-0.008715632174383191,0.005142808216623962,0.008897675485350191,0.00820535634326317,0.0014925776282325386,0.009236149499286908,-0.005822797560315464,-0.007402939512394369,0.007626251024194061,-0.004993912531062961,0.0014688904982793963,0.01044541647292904,-0.005081041353858179,-0.0034424608828440466,0.001264453954063356,-0.0015722325188107789,-0.0011705252132378518,0.005820704195066355,-0.0013862284819701129,-0.00048705909721320496,-0.002330812620633143,0.00040911339805461467,0.0006521469369181432,-0.0017580556694883854,-0.0028032671147957444,-0.005600007961156091,-0.025305411185730587,-0.012437741222259189,-0.00623078710517623
aroL,0.004414763365110213,0.0006867353804409504,0.0019870592281222344,0.01833736409433186,0.0049921722244471315,-0.0007287705829367041,-0.010112258912447622,0.005009544584900141,-0.011868661271873861,0.0001225153300765669,0.008980677230283618,-0.010080395652112937,-0.0033742042892065246,-0.010806140201166272,-0.0030575461755506694,-0.0063748154416680336,0.002688322529065037,0.011395950071974513,-0.008694473286101848,0.005218604842121614,-0.0014921544271055609,-0.0015976856078486889,0.0009917513647815213,-0.0006805529970665702,0.004772592484758994,0.00037532528513111173,0.027419183958084025,0.001615160256624222,-0.00018873702094424516,0.02216765595600009,0.0004970533776213415,-0.015235591247075736,-0.023116782382883207,0.010036581798755963,0.011121841514824142
ydaQ,8.110665569829783e-05,-0.000727566402638331,0.0034987224522046744,-0.001512660844018683,0.00042247422155924143,-0.0015772915631532668,0.001370858691413613,0.003396842898800969,0.011237621018663048,0.0016331408462464446,0.001268801037222147,-0.008125317513453538,0.003269196788002689,-0.008013320565223693,0.02017286567017436,-0.005155086093582213,0.0022089114962992344,0.005512048317522732,0.001786392628033624,-0.0005068483776685366,0.021099634505808353,-0.003261167970485985,-0.001077024438418448,0.0003101988662092481,-0.0015027433977049497,-0.0013842642994131892,-0.0034225505474518906,5.404480815286661e-05,-0.0001496950545697473,0.01534322988241911,-0.0004906336954445578,-0.0027635685577424188,-0.014301113455057746,-0.01876087681323822,0.00545595293457974
pykF,0.0040212388554907805,-0.0006640008761314675,0.001283003530697897,0.004930729437619448,0.0002396411613881355,-0.00187965324614197,-0.0023009357015218806,0.003868267871439457,-0.0043562698923051354,-0.026429383583912034,-0.0022149830358102916,-0.008271200577681414,0.0041897558443939565,-0.007203644840046763,0.0008084767495574851,-0.004232947300188243,-0.00021290952443248697,0.0021277572947659903,-0.00019903652457601927,0.0031439609295549863,0.005567763186991215,-2.7497665030296046e-07,-0.0013836452376563102,0.0038388348021544515,-0.003861581777059233,-0.0016815046849660575,0.005637133008542847,-7.116574572137324e-05,-0.0007014845183584839,0.013403153801336885,0.0009747494792100042,-0.005138361191546375,-0.0051490813806815295,-0.01112463476601988,-0.0017273002435308946
gsk,0.0009734232078313432,-0.0002682235375687014,0.003572292839817237,-0.0008018276508664713,-7.392280462113376e-05,-0.0022002036147750915,-0.00735408228219432,0.0038215734739787876,-0.0011912794993259013,-0.022878216306974248,0.00033153456013678805,0.007415538231578815,0.011453150656343121,-0.0070488749910145995,-0.0012203372057410888,-0.004704010272398591,0.0018089811277641641,0.0025091812677066963,-0.0014924853321532775,-0.0005552457810250765,-0.006608589654788375,-0.0006690131494542584,-0.0010393086401745677,0.008350257817655802,-0.002313063140315263,0.00041861756792059166,0.007347887530526582,-0.0004258521748124622,0.0010318426776211708,0.005925399386323988,-0.0005253495392389595,-0.0010582818044114369,-0.0106229950542176,-0.006822086920562599,0.022070936438903004
serC,-0.008018121979378089,-0.001361448171082884,-0.001193742441246286,0.004958942910616315,0.000736240692785941,-0.0013087564392481,-0.0030485976213479745,0.0032526795146986844,0.005192896188236773,-0.00894296258438106,0.0015076439513359218,-0.018532857957361926,-0.02689487452513164,-0.009211023114621639,0.0015429034671979025,-0.005229635024443268,0.0016547709402411875,-0.0038165730597048077,8.807324518133056e-05,0.003021535798015588,0.006521568684838712,0.000525568765879143,-2.3114863734008394e-05,-0.006073480178602039,-0.0012065611069196278,0.0002637456238153391,0.012172246143776686,0.0004295656515751034,0.0002544534343178384,0.0023168665170669555,0.00042515970213571566,-0.008877350421942244,-0.010130206047736033,0.005196213904127944,0.011391405435934874
yohC,-0.0032698475447662098,0.0014252195806693634,0.0007155749469529838,0.005837168019497767,0.0026352190575562417,-0.0006765234610065818,-0.0037709856241503184,0.005176723734475672,-0.009130818843841553,0.025526065788254504,0.006639075363054871,-0.0016518853438475447,0.03740090861455681,-0.007431573085486889,-0.0014031916885141982,-0.005554157402366399,0.00404296757540468,-0.025550014963469554,0.007521940234266681,-0.0012037380545231653,-0.014263054337352515,0.0007167105798725971,0.0009505580813856796,0.018850387409329414,0.00546983255975947,0.0012360304198227824,0.024540060259243275,0.00032370600674767045,-0.0013719438191037625,-0.03832696381956339,-0.0024844966223463417,-0.004730671413731996,0.0025062284686936612,0.0027280515246924813,0.03290801156889385
sdhC,-0.005593510838507703,-0.0007957334397360683,0.004159182386938482,-0.005118765418883413,-0.0020531728910282254,-0.0026885370165109636,-0.015365497702184846,0.0050799199938774105,0.01260214508511126,-0.009185311787693603,-0.001001087020849809,0.01280431031258871,-0.0010639248702665504,-0.00837009678594768,-0.023193288277834654,-0.005161791183054447,0.0002662517244144428,-0.0011414511518898845,0.004571998509129992,-0.00344112428757263,0.004772110963240266,0.0039109207177534695,-0.0008235184376826509,0.01503114921040833,-0.0030868309946039444,0.001221523059066385,-0.003890086839748348,-0.0004884438484441489,-0.00013777772182947955,-0.02398568606004119,-0.0005352514225523919,-0.00011636847074214529,-0.020935683134905618,-0.02040309475601784,0.023347597674164975
smtA,-0.011275947526699364,2.241296741090082e-06,0.0017774126651056577,0.0026334390696138143,0.0013688498211558908,0.0005791106080869213,-0.006656767679926227,0.0005455298702509026,0.0013693350850371643,-0.007653881392509836,0.003378033083863556,0.006384682293623836,-0.0017524208614276243,-0.00830661004409194,0.006521390900015831,-0.005482761198654771,0.0028331043325703254,0.007144658504649229,-0.005612174756135102,-0.0035900966316322856,-0.005331509793177247,-0.0023850105539895594,-0.0006217743153683841,0.00421137944853399,-0.0016148955784450025,-0.0004745295277098194,0.0059022410138648874,0.000550524178543128,-0.0015688317571766674,-0.010398631179705263,-0.0009199075552169234,-0.005474395433798282,-0.007621204880339028,-0.005264484099045928,0.002774425182150493
